;Test;Delta Oz;Theta Oz;Alpha Oz;Beta Oz;Delta O1;Theta O1;Alpha O1;Beta O1;Delta PO7;Theta PO7;Alpha PO7;Beta PO7;Delta O2;Theta O2;Alpha O2;Beta O2;Delta PO8;Theta PO8;Alpha PO8;Beta PO8;Delta PO3;Theta PO3;Alpha PO3;Beta PO3;Delta PO4;Theta PO4;Alpha PO4;Beta PO4;Delta_1;Theta_1;Alpha_1;Beta_1
S2;Resting Open;0.027672999;0.039141373;0.027051955;0.033638185;0.027466932;0.039361319;0.027174956;0.033743154;0.026486218;0.039365905;0.028669759;0.040343672;0.024496597;0.03955169;0.024759621;0.028916841;0.024288737;0.040457474;0.02502167;0.029390039;0.025007056;0.038689385;0.024776995;0.028708381;0.024850066;0.038589684;0.02286097;0.024431926;0.0594163;7.82701;-3.95799;0.749484
S3;Resting Open;0.042006803;0.02898567;0.020671536;0.034795741;0.037396195;0.027548765;0.021042314;0.037656538;0.041183965;0.027819765;0.019071472;0.036336918;0.039128835;0.02689324;0.022203445;0.035391457;0.041168392;0.032060661;0.024038124;0.044392791;0.038157267;0.025415146;0.018422953;0.030336552;0.034651801;0.023598399;0.020003014;0.031124212;6.91681;-0.342153;-5.21323;3.11049
S5;Resting Open;0.021182508;0.02160515;0.052780642;0.025549062;0.020916023;0.019907673;0.068427246;0.030473581;0.020304558;0.019146794;0.07767702;0.030143431;0.021562794;0.022616559;0.047118661;0.024597888;0.020965792;0.019916449;0.046065917;0.025363719;0.017407837;0.017954432;0.05818348;0.024046312;0.019372184;0.018911041;0.040893031;0.021150946;-2.75943;-5.47654;3.50191;-2.03845
S7;Resting Open;0.026663581;0.053264925;0.020858661;0.025023305;0.028151045;0.054239567;0.023191238;0.029029422;0.028003324;0.05328809;0.023983855;0.030640372;0.025185905;0.051515584;0.020328555;0.0241442;0.027918236;0.050323118;0.01983655;0.0237695;0.024077549;0.047539524;0.020006474;0.023025399;0.025598939;0.048110195;0.017839363;0.020084207;0.464865;16.0096;-5.17151;-2.47199
S10;Resting Open;0.027874785;0.048430407;0.021319757;0.020665008;0.025593235;0.046578498;0.020847522;0.020342191;0.02469374;0.046425067;0.02131472;0.021161188;0.026960723;0.049677964;0.024417714;0.023178863;0.025252023;0.052052166;0.026688591;0.026246403;0.024778749;0.043789359;0.019856026;0.01887278;0.025477526;0.046251367;0.023621153;0.019082008;0.101195;13.5604;-4.79415;-4.29601
S13;Resting Open;0.030459839;0.036119251;0.019219074;0.042448227;0.032162363;0.038530936;0.017890557;0.043666994;0.032844915;0.0389069;0.018988878;0.048162727;0.027531004;0.03513015;0.021651784;0.043044577;0.02609233;0.033292348;0.022717381;0.040993198;0.024789177;0.031278701;0.015562529;0.032640989;0.02608704;0.032488976;0.019406681;0.035573474;1.49348;4.92277;-5.57703;5.74557
S14;Resting Open;0.033478598;0.024685112;0.037215539;0.019114037;0.032379024;0.024734613;0.038481132;0.021983681;0.036989078;0.025514186;0.044514159;0.039281828;0.035182056;0.026704156;0.038963519;0.023381829;0.031305899;0.026607139;0.043891324;0.024249479;0.038376826;0.040943157;0.044035091;0.022891155;0.030639357;0.024950206;0.040774129;0.019305213;4.29269;-0.217312;-0.229026;-3.00605
S15;Resting Open;0.009291049;0.016940681;0.07810659;0.027741977;0.008502656;0.019093942;0.097198577;0.033447222;0.009649209;0.018968354;0.088573588;0.03210389;0.008658815;0.016489657;0.067750276;0.025867069;0.008590833;0.017104561;0.069615115;0.025604075;0.008634223;0.018130042;0.06379944;0.022427807;0.007835117;0.015112365;0.052882851;0.019636519;-8.69529;-7.29441;8.02343;-1.71239
S16;Resting Open;0.037454051;0.033088186;0.018322643;0.024883682;0.038157791;0.032233137;0.019772006;0.028603846;0.03869799;0.032423234;0.017912621;0.02723344;0.038634558;0.034279176;0.017257354;0.02393521;0.04063454;0.034426702;0.015959125;0.026754804;0.05857732;0.029138274;0.015395141;0.019312684;0.039364982;0.031201141;0.016315845;0.018467281;8.18597;3.07159;-6.05949;-2.98651
S18;Resting Open;0.03251879;0.030917197;0.029994949;0.028012095;0.030746168;0.03050386;0.032653801;0.02773411;0.030255787;0.03403609;0.040162586;0.02891862;0.033188061;0.02982572;0.028862464;0.029982549;0.035291693;0.02928559;0.032674795;0.032302421;0.02563806;0.027600775;0.03799034;0.027057202;0.028797755;0.026145139;0.035788439;0.031828014;2.74772;1.22344;-1.99504;-0.0137763
S19;Resting Open;0.019966287;0.028942374;0.044269597;0.023605113;0.019580107;0.029943417;0.048883174;0.025121986;0.019538974;0.035109308;0.054334103;0.033587706;0.019797546;0.030024018;0.041628013;0.021975437;0.023483648;0.035677026;0.051849701;0.026140933;0.018937901;0.031124473;0.060394347;0.02719597;0.022307459;0.033839212;0.040563741;0.022782471;-2.5894;2.86228;1.7367;-2.05989
S22;Resting Open;0.033486589;0.029429301;0.016459165;0.044387653;0.034576242;0.029700782;0.016993548;0.045605841;0.033933488;0.028069813;0.017447667;0.044048735;0.030525694;0.029451194;0.017147703;0.044286565;0.031020521;0.030020093;0.016810874;0.042738795;0.032686292;0.02843443;0.016260222;0.042498289;0.027129772;0.028103434;0.016939173;0.043481845;3.18767;0.740101;-6.17736;7.55782
S24;Resting Open;0.021425245;0.037578416;0.039560039;0.017074928;0.025594135;0.039194384;0.033022353;0.02148831;0.024184938;0.038106052;0.030239822;0.023260367;0.021278352;0.039486749;0.050528943;0.018486602;0.023468437;0.04050951;0.049830376;0.021338318;0.0230818;0.036757581;0.035677324;0.018228867;0.020025062;0.037765182;0.078644862;0.021878559;-1.51704;7.26609;0.564051;-4.92874
S2;Resting;0.010806638;0.02583712;0.068988509;0.021714245;0.010771524;0.025900471;0.069505179;0.021915892;0.009924424;0.02763586;0.079541312;0.027813538;0.010096237;0.024230606;0.072817702;0.01687808;0.009971478;0.023798524;0.083872756;0.016477497;0.010342169;0.024079758;0.073887345;0.019327818;0.011827947;0.022316702;0.076956478;0.015385235;-7.75105;-2.17431;8.07382;-5.15322
S3;Resting;0.015262071;0.016681236;0.034593067;0.050883401;0.018358923;0.019587171;0.036547835;0.058894049;0.018410833;0.017365481;0.041214861;0.062006981;0.015415796;0.018623277;0.036382134;0.053581231;0.018375503;0.020973533;0.050887213;0.065487448;0.017590264;0.019693105;0.038641854;0.051355996;0.012935776;0.017323512;0.038573694;0.052872936;-4.66398;-6.45407;-0.662001;13.8778
S5;Resting;0.007526;0.010376674;0.065798095;0.045331007;0.006639572;0.011796371;0.078313407;0.05765797;0.008426817;0.011467909;0.082190801;0.06332936;0.007789546;0.009209836;0.061603544;0.039508737;0.007705987;0.009083688;0.063395546;0.042042404;0.006874643;0.010138759;0.060543915;0.040706309;0.007488846;0.00995662;0.059001727;0.033627159;-9.32397;-12.1877;6.24376;8.12354
S7;Resting;0.021631958;0.028018275;0.03841667;0.022155952;0.017651658;0.029685408;0.040016309;0.023536836;0.018525637;0.029806465;0.044751222;0.024531252;0.021845666;0.035731782;0.046162057;0.023916554;0.019446456;0.033335832;0.057023813;0.028721709;0.049367231;0.038666333;0.034994656;0.019456925;0.038964194;0.033091573;0.037248068;0.021496857;0.636839;3.20126;0.128954;-3.28857
S10;Resting;0.005549823;0.012721171;0.08927234;0.012760997;0.005553831;0.011426415;0.093071226;0.012232643;0.005603374;0.011231464;0.099069063;0.012548597;0.005547611;0.01336491;0.102118663;0.013942746;0.005719847;0.014565158;0.127551561;0.015864259;0.005551476;0.011289234;0.0919942;0.011101346;0.005733815;0.0128981;0.099646177;0.011914599;-10.2959;-10.6479;14.233;-8.70533
S13;Resting;0.026891663;0.029126025;0.024340954;0.05017243;0.026602498;0.027196294;0.024619452;0.050435692;0.027297814;0.027050785;0.025723635;0.055336291;0.025655207;0.028693453;0.025280203;0.05647977;0.026172339;0.026965938;0.023392709;0.055121543;0.026571927;0.023732481;0.019988984;0.040444696;0.0260972;0.025795052;0.021377183;0.046765569;0.437055;-0.696454;-4.51715;10.8933
S14;Resting;0.014397188;0.016674321;0.068808211;0.016973634;0.01613691;0.016230966;0.076058145;0.0191452;0.017307829;0.019756632;0.093542342;0.036320974;0.014588955;0.017936798;0.072158824;0.016456529;0.014351976;0.02062506;0.079924461;0.017698967;0.013393075;0.015815868;0.07884264;0.019869762;0.013620614;0.016339868;0.085581483;0.017603747;-5.56383;-7.12547;9.03745;-4.93912
S15;Resting;0.004492372;0.010219933;0.095711089;0.015886045;0.00505393;0.011667085;0.118819854;0.01787766;0.004952979;0.011686202;0.119202792;0.016896916;0.004275102;0.010826508;0.090435342;0.015168592;0.004646623;0.012558586;0.097947492;0.015851167;0.004382019;0.010203681;0.095385284;0.013531659;0.003563339;0.009744745;0.077391355;0.012871544;-10.8872;-11.7058;14.1988;-7.44246
S16;Resting;0.018132716;0.022059064;0.07140498;0.022981415;0.018648165;0.021418712;0.071081366;0.025044447;0.017801854;0.022172886;0.061741799;0.022935389;0.016260783;0.020742377;0.070247886;0.021596033;0.015280317;0.020568273;0.067373182;0.022188975;0.013520736;0.016254191;0.075978183;0.01792901;0.012837233;0.016985389;0.08934799;0.019101747;-4.94152;-5.4719;7.44329;-4.19164
S18;Resting;0.018743627;0.03327062;0.035703177;0.032399878;0.015141944;0.03644078;0.038279791;0.036290258;0.01556389;0.041803872;0.048786004;0.040905677;0.022475719;0.036690279;0.03442728;0.034410716;0.017864798;0.033434789;0.040657127;0.037900037;0.0150235;0.03527331;0.040231548;0.032774819;0.017206082;0.031524219;0.036792684;0.033412146;-4.19569;5.16209;-0.691098;2.9718
S19;Resting;0.012560379;0.028016371;0.064792631;0.015759287;0.01405708;0.030999572;0.067428135;0.017304209;0.015462651;0.03362063;0.065747965;0.022877147;0.01164485;0.02687243;0.062844657;0.015098253;0.017990217;0.035225066;0.081904594;0.020289809;0.013075147;0.03435789;0.085457781;0.020660612;0.010291151;0.02755393;0.069090649;0.014982833;-6.20919;2.02932;7.15108;-6.0123
S22;Resting;0.014496297;0.016619548;0.039696008;0.054360523;0.014014685;0.016670157;0.041357188;0.054610569;0.013868098;0.016093969;0.039776818;0.053541748;0.01228927;0.016928062;0.043592666;0.053933418;0.012174709;0.018869477;0.040718752;0.053387679;0.013646959;0.015229665;0.03932469;0.052875776;0.012444041;0.015863728;0.046722608;0.054232568;-6.36398;-7.8197;-0.12142;12.8334
S24;Resting;0.008399111;0.007447936;0.084911482;0.006367291;0.008404777;0.007926498;0.078180917;0.006918917;0.008883473;0.008693306;0.111783888;0.008874833;0.00772029;0.007958444;0.122312652;0.00704859;0.007094702;0.008819438;0.142116514;0.008631026;0.008007909;0.007367922;0.077641373;0.00692914;0.007050458;0.007702342;0.173091256;0.008332355;-9.11135;-13.77;16.6645;-11.4993
S2;Color right;0.038750681;0.038148969;0.022478139;0.02951129;0.038668082;0.038068372;0.022525102;0.029916002;0.038034685;0.037472009;0.023441196;0.034713573;0.040282203;0.038867986;0.022652995;0.02581526;0.039288058;0.036488921;0.022572511;0.02600563;0.035465753;0.034298783;0.020440844;0.024786517;0.035079904;0.032055067;0.01924415;0.019766043;6.33346;5.86552;-4.91273;-1.38453
S3;Color right;0.052537729;0.027780862;0.013237896;0.029712766;0.0535248;0.028647183;0.013545494;0.031332315;0.052333438;0.027977001;0.013681177;0.034308304;0.050413755;0.027031686;0.013690919;0.030290971;0.04937456;0.027351287;0.014157559;0.032525782;0.04473785;0.025836232;0.012780937;0.027435094;0.043997156;0.024384634;0.012798356;0.027552457;12.2865;-0.669812;-7.0238;0.386057
S5;Color right;0.038474789;0.028675921;0.032469894;0.020426654;0.040772986;0.03159882;0.040944372;0.02545678;0.035780204;0.03148192;0.047333742;0.026447924;0.043008956;0.029303459;0.029094574;0.018842128;0.039384844;0.027685313;0.030282859;0.0202361;0.032641043;0.025643129;0.036288004;0.01819382;0.034004391;0.025010693;0.025886523;0.017189738;6.22293;0.351444;-1.77054;-4.65728
S7;Color right;0.057624822;0.036261156;0.013934332;0.01816532;0.057506033;0.036930178;0.014770118;0.020870032;0.057381893;0.038681167;0.015959655;0.023528913;0.058345425;0.037071129;0.014189009;0.019271701;0.056287101;0.036264977;0.014731731;0.020335612;0.045217389;0.031769595;0.012484599;0.015400944;0.048149811;0.033027871;0.012037322;0.013965611;14.7743;5.34646;-6.87133;-5.78786
S10;Color right;0.040898966;0.036143684;0.020592529;0.021522116;0.038708042;0.034433021;0.020946757;0.021166095;0.037218715;0.035271206;0.021413701;0.021270057;0.041688722;0.036153003;0.021411992;0.024094305;0.0439858;0.038342139;0.023595453;0.027853078;0.035902568;0.032905277;0.019856651;0.019317381;0.045017069;0.036543172;0.020644647;0.019938708;7.73406;5.34712;-5.11353;-3.87173
S13;Color right;0.034242756;0.035251146;0.019318639;0.042713492;0.032882201;0.033414107;0.020724379;0.044605447;0.031969789;0.033687474;0.020811644;0.04918856;0.031964895;0.034032246;0.019458301;0.043017394;0.029451721;0.032385098;0.018690748;0.043597839;0.024426828;0.026645147;0.015911121;0.034144629;0.027044708;0.029842244;0.016729969;0.037343333;2.38814;2.91901;-5.68595;6.3514
S14;Color right;0.015348379;0.01916313;0.04450009;0.047600916;0.016473748;0.022164878;0.074652613;0.080587636;0.018334388;0.022168457;0.066437296;0.084436409;0.016712142;0.020959029;0.039905776;0.050231106;0.015543743;0.019737601;0.038835263;0.052425636;0.013044344;0.01570503;0.032477933;0.032907434;0.013556247;0.014742978;0.024056922;0.02506565;-5.18158;-6.02894;1.03341;11.1127
S15;Color right;0.053585997;0.025759856;0.026296098;0.01760097;0.05819222;0.027417377;0.029252767;0.019332023;0.059848214;0.028231594;0.029213135;0.020016168;0.05080844;0.024818036;0.026874181;0.018599344;0.045320881;0.023308128;0.029066641;0.01875317;0.038902382;0.020056475;0.027527395;0.014349232;0.034632552;0.019117908;0.026011489;0.014310578;11.7835;-2.6774;-3.49757;-6.36576
S16;Color right;0.039040254;0.03100105;0.014413429;0.025094466;0.044167248;0.035405711;0.015708868;0.030419558;0.042307994;0.032766001;0.017080719;0.045517206;0.042166253;0.033165777;0.015385615;0.029590227;0.040920794;0.033666942;0.017222386;0.052918599;0.033121038;0.025957167;0.013075464;0.021556472;0.031311286;0.025905199;0.013061117;0.021078115;6.84028;2.17695;-6.60533;0.903856
S18;Color right;0.020662729;0.03095949;0.028072681;0.039717944;0.021703825;0.032513547;0.032279157;0.049590085;0.022356776;0.034169403;0.037715008;0.062189453;0.020937777;0.031357421;0.029575683;0.047614352;0.021543422;0.031153213;0.032767226;0.051849582;0.018761863;0.02860669;0.030722198;0.038365938;0.016692901;0.02713535;0.024565706;0.033342679;-2.72098;1.97294;-2.73148;8.14955
S19;Color right;0.025014526;0.036413064;0.035477319;0.025141082;0.026668982;0.03971418;0.038598102;0.026989802;0.027105487;0.040660195;0.038613734;0.029378572;0.024799434;0.03433804;0.035269405;0.023534969;0.025982351;0.038200638;0.045006081;0.026407069;0.022856363;0.040674371;0.042483128;0.02938762;0.020038978;0.028954201;0.033212876;0.020854293;-0.537662;6.16782;-0.868988;-1.88595
S22;Color right;0.041922806;0.036429047;0.01262328;0.033661091;0.040548744;0.035401121;0.012936095;0.03382931;0.040632138;0.035059535;0.012814006;0.035380392;0.038940363;0.034690031;0.012489933;0.033473071;0.037633069;0.033240546;0.012157301;0.033220588;0.034180846;0.031805285;0.012376292;0.032244539;0.033150167;0.030236333;0.012447334;0.032252264;6.41379;4.04134;-7.23447;2.0551
